1.0757 -0.26297
1.2113 0.85684
1.0766 -0.42112
1.2547 0.50183
1.5281 0.80778
1.7413 1.6311
0.57507 -0.79656
1.0633 -0.48055
1.3295 1.0156
1.0384 -0.13538
1.2474 0.075412
0.26263 -1.6323
1.4501 1.0331
0.65087 -0.76926
0.87064 -1.0214
2.4048 3.1028
0.94066 -0.20759
1.2196 0.69713
-0.78352 -3.1292
1.6401 1.3589
2.1567 2.2512
0.16654 -1.2064
0.83879 -0.70805
0.46493 -1.2114
-0.44682 -3.1391
0.020477 -2.0145
0.96821 -0.47299
1.0152 0.39591
1.4983 1.0057
0.75309 -0.32602
0.75978 -0.29517
2.1211 2.6235
0.47399 -1.1942
0.41709 -1.5062
1.3646 0.39149
1.4029 0.92712
0.97563 0.001104
1.0131 0.10267
0.50863 -0.88296
1.8828 1.6151
1.1497 -0.18934
1.5428 1.0989
1.8088 2.0004
1.5119 0.65595
-0.49476 -2.5942
1.7777 1.8776
0.61159 -0.98014
1.0706 0.12848
1.1228 0.30892
-0.23451 -2.0691
2.0953 2.4101
1.2231 0.46463
1.5041 1.0072
0.89938 -0.34409
1.3763 0.77631
0.97602 -0.5365
0.80447 -0.23012
1.7672 2.1143
0.9527 0.22133
0.21185 -1.9292
1.4097 1.1483
0.44329 -1.5321
0.5567 -0.50077
0.60304 -0.74796
1.8046 1.1336
1.1019 -0.10879
0.19952 -1.4839
0.7653 -0.18479
1.4282 0.60915
0.87121 -0.56007
0.64933 -0.85926
-0.54507 -2.7665
0.13798 -1.4097
0.99038 0.0031828
-0.30428 -2.1059
0.65497 -0.6967
0.62966 -0.53859
0.50553 -1.2134
0.32106 -1.2277
1.6081 1.2345
-0.22054 -2.4739
1.5233 0.90661
0.78548 -0.22914
0.80422 -0.12534
1.4551 0.55047
1.3546 0.53244
3.2516 4.7118
-0.0086905 -1.7718
1.5687 1.6562
1.7899 1.4213
1.4933 0.89963
1.1489 0.22978
1.4494 0.82005
-1.006 -3.5381
1.5705 1.3845
1.2706 1.6548
1.6764 1.6741
0.75935 -1.0504
1.046 -0.095718
0.942 -0.036551
